0F-InvertedOnlyMD5,0-InvertedOnlyPids,11-System_FileName,13F-System_Size,14F-System_FileAttributes,15F-System_DateModified,16F-System_DateCreated,17F-System_DateAccessed,33-System_ItemUrl,3-System_ItemFolderNameDisplay,4363-System_DateImported,4369-System_Document_DateCreated,4371-System_Document_DateSaved,4390-System_FileExtension,4395-System_FilePlaceholderStatus,4427-System_IsAttachment,4429-System_IsEncrypted,4432-System_IsFolder,4436-System_ItemDate,4438-System_ItemFolderPathDisplay,4439-System_ItemFolderPathDisplayNarrow,4440-System_ItemName,4441-System_ItemNameDisplay,4442-System_ItemNameDisplayWithoutExtension,4445-System_ItemPathDisplay,4446-System_ItemPathDisplayNarrow,4448-System_ItemType,4454-System_Kind,4455-System_KindText,4563-System_ParsingName,4621-System_SFGAOFlags,4622-System_Search_AccessCount,4629F-System_Search_GatherTime,4631-System_Search_LastIndexedTotalTime,4635-System_Search_Store,4676-System_ThumbnailCacheId,5-System_ItemTypeText,WorkID
"C340053E8F464191DA446A42F373EFF4","26126312","01_5.1_Propositional_Resolution_2_min.srt","1953","ReadOnly, Archive, Sparse_File (545)","30/09/2019 04:46:28.7551642","30/09/2019 04:46:28.5010347","30/09/2019 04:48:59.8266671","file:C:/Users/Professor Moriarty/Downloads/intrologic-006/05_Lesson_5_-_Propositional_Resolution/01_5.1_Propositional_Resolution_2_min.srt","05_Lesson_5_-_Propositional_Resolution","30/09/2019 04:46:28.7551642","30/09/2019 04:46:28.7551642","30/09/2019 04:46:28.7551642",".srt","6","False","False","False","30/09/2019 04:46:28.7551642","C:\Users\Professor Moriarty\Downloads\intrologic-006\05_Lesson_5_-_Propositional_Resolution","05_Lesson_5_-_Propositional_Resolution (C:\Users\Professor Moriarty\Downloads\intrologic-006)","01_5.1_Propositional_Resolution_2_min.srt","01_5.1_Propositional_Resolution_2_min.srt","01_5.1_Propositional_Resolution_2_min","C:\Users\Professor Moriarty\Downloads\intrologic-006\05_Lesson_5_-_Propositional_Resolution\01_5.1_Propositional_Resolution_2_min.srt","01_5.1_Propositional_Resolution_2_min (C:\Users\Professor Moriarty\Downloads\intrologic-006\05_Lesson_5_-_Propositional_Resolution)",".srt","video","Video","01_5.1_Propositional_Resolution_2_min.srt","1077936503","0","30/09/2019 04:55:09.7041388","0","file","16D83D2794AE7187","SRT File","4489"
"3F16AFC2A3FD30831E94B132AD46D6DC","26126312","05_4.5_Soundness_and_Completeness_2_min.srt","3122","ReadOnly, Archive, Sparse_File (545)","30/09/2019 04:46:27.3659791","30/09/2019 04:46:27.3659791","30/09/2019 04:48:59.8957366","file:C:/Users/Professor Moriarty/Downloads/intrologic-006/04_Lesson_4_-_Propositional_Proofs/05_4.5_Soundness_and_Completeness_2_min.srt","04_Lesson_4_-_Propositional_Proofs","30/09/2019 04:46:27.3659791","30/09/2019 04:46:27.3659791","30/09/2019 04:46:27.3659791",".srt","6","False","False","False","30/09/2019 04:46:27.3659791","C:\Users\Professor Moriarty\Downloads\intrologic-006\04_Lesson_4_-_Propositional_Proofs","04_Lesson_4_-_Propositional_Proofs (C:\Users\Professor Moriarty\Downloads\intrologic-006)","05_4.5_Soundness_and_Completeness_2_min.srt","05_4.5_Soundness_and_Completeness_2_min.srt","05_4.5_Soundness_and_Completeness_2_min","C:\Users\Professor Moriarty\Downloads\intrologic-006\04_Lesson_4_-_Propositional_Proofs\05_4.5_Soundness_and_Completeness_2_min.srt","05_4.5_Soundness_and_Completeness_2_min (C:\Users\Professor Moriarty\Downloads\intrologic-006\04_Lesson_4_-_Propositional_Proofs)",".srt","video","Video","05_4.5_Soundness_and_Completeness_2_min.srt","1077936503","0","30/09/2019 04:55:09.6881077","0","file","243EDD44CE342B8F","SRT File","4491"
"565382F766133ACCD47CA5E90B2DA66E","26126312","02_5.2_Clausal_Form_5_min.srt","5386","ReadOnly, Archive, Sparse_File (545)","30/09/2019 04:46:35.2534163","30/09/2019 04:46:35.2534163","30/09/2019 04:48:59.7733711","file:C:/Users/Professor Moriarty/Downloads/intrologic-006/05_Lesson_5_-_Propositional_Resolution/02_5.2_Clausal_Form_5_min.srt","05_Lesson_5_-_Propositional_Resolution","30/09/2019 04:46:35.2534163","30/09/2019 04:46:35.2534163","30/09/2019 04:46:35.2534163",".srt","6","False","False","False","30/09/2019 04:46:35.2534163","C:\Users\Professor Moriarty\Downloads\intrologic-006\05_Lesson_5_-_Propositional_Resolution","05_Lesson_5_-_Propositional_Resolution (C:\Users\Professor Moriarty\Downloads\intrologic-006)","02_5.2_Clausal_Form_5_min.srt","02_5.2_Clausal_Form_5_min.srt","02_5.2_Clausal_Form_5_min","C:\Users\Professor Moriarty\Downloads\intrologic-006\05_Lesson_5_-_Propositional_Resolution\02_5.2_Clausal_Form_5_min.srt","02_5.2_Clausal_Form_5_min (C:\Users\Professor Moriarty\Downloads\intrologic-006\05_Lesson_5_-_Propositional_Resolution)",".srt","video","Video","02_5.2_Clausal_Form_5_min.srt","1077936503","0","30/09/2019 04:55:09.6881077","0","file","AF9DB1F842C4D62E","SRT File","4492"
"B6A9C9DDEC9F068355E8E792CAEE1441","26126312","03_5.3_Resolution_Principle_5_min.srt","5852","ReadOnly, Archive, Sparse_File (545)","30/09/2019 04:46:36.2343051","30/09/2019 04:46:36.2189162","30/09/2019 04:48:59.5250387","file:C:/Users/Professor Moriarty/Downloads/intrologic-006/05_Lesson_5_-_Propositional_Resolution/03_5.3_Resolution_Principle_5_min.srt","05_Lesson_5_-_Propositional_Resolution","30/09/2019 04:46:36.2343051","30/09/2019 04:46:36.2343051","30/09/2019 04:46:36.2343051",".srt","6","False","False","False","30/09/2019 04:46:36.2343051","C:\Users\Professor Moriarty\Downloads\intrologic-006\05_Lesson_5_-_Propositional_Resolution","05_Lesson_5_-_Propositional_Resolution (C:\Users\Professor Moriarty\Downloads\intrologic-006)","03_5.3_Resolution_Principle_5_min.srt","03_5.3_Resolution_Principle_5_min.srt","03_5.3_Resolution_Principle_5_min","C:\Users\Professor Moriarty\Downloads\intrologic-006\05_Lesson_5_-_Propositional_Resolution\03_5.3_Resolution_Principle_5_min.srt","03_5.3_Resolution_Principle_5_min (C:\Users\Professor Moriarty\Downloads\intrologic-006\05_Lesson_5_-_Propositional_Resolution)",".srt","video","Video","03_5.3_Resolution_Principle_5_min.srt","1077936503","0","30/09/2019 04:55:09.6724853","0","file","47C1EB84EC5B0A3A","SRT File","4496"
"BF60415F6FD1607BE5BAB2A0380D4B27","26126312","04_5.4_Resolution_Method_7_min.srt","7895","ReadOnly, Archive, Sparse_File (545)","30/09/2019 04:46:40.6915303","30/09/2019 04:46:40.1210778","30/09/2019 04:48:59.4563237","file:C:/Users/Professor Moriarty/Downloads/intrologic-006/05_Lesson_5_-_Propositional_Resolution/04_5.4_Resolution_Method_7_min.srt","05_Lesson_5_-_Propositional_Resolution","30/09/2019 04:46:40.6915303","30/09/2019 04:46:40.6915303","30/09/2019 04:46:40.6915303",".srt","6","False","False","False","30/09/2019 04:46:40.6915303","C:\Users\Professor Moriarty\Downloads\intrologic-006\05_Lesson_5_-_Propositional_Resolution","05_Lesson_5_-_Propositional_Resolution (C:\Users\Professor Moriarty\Downloads\intrologic-006)","04_5.4_Resolution_Method_7_min.srt","04_5.4_Resolution_Method_7_min.srt","04_5.4_Resolution_Method_7_min","C:\Users\Professor Moriarty\Downloads\intrologic-006\05_Lesson_5_-_Propositional_Resolution\04_5.4_Resolution_Method_7_min.srt","04_5.4_Resolution_Method_7_min (C:\Users\Professor Moriarty\Downloads\intrologic-006\05_Lesson_5_-_Propositional_Resolution)",".srt","video","Video","04_5.4_Resolution_Method_7_min.srt","1077936503","0","30/09/2019 04:55:09.6569679","0","file","51917F6CCC917445","SRT File","4499"
"A0406F4B71E49ABD239115AF30137554","26126312","05_5.5_Box_Logic_out_of_focus.srt","5136","ReadOnly, Archive, Sparse_File (545)","30/09/2019 04:46:45.1431432","30/09/2019 04:46:45.0120638","30/09/2019 04:48:59.3933638","file:C:/Users/Professor Moriarty/Downloads/intrologic-006/05_Lesson_5_-_Propositional_Resolution/05_5.5_Box_Logic_out_of_focus.srt","05_Lesson_5_-_Propositional_Resolution","30/09/2019 04:46:45.1431432","30/09/2019 04:46:45.1431432","30/09/2019 04:46:45.1431432",".srt","6","False","False","False","30/09/2019 04:46:45.1431432","C:\Users\Professor Moriarty\Downloads\intrologic-006\05_Lesson_5_-_Propositional_Resolution","05_Lesson_5_-_Propositional_Resolution (C:\Users\Professor Moriarty\Downloads\intrologic-006)","05_5.5_Box_Logic_out_of_focus.srt","05_5.5_Box_Logic_out_of_focus.srt","05_5.5_Box_Logic_out_of_focus","C:\Users\Professor Moriarty\Downloads\intrologic-006\05_Lesson_5_-_Propositional_Resolution\05_5.5_Box_Logic_out_of_focus.srt","05_5.5_Box_Logic_out_of_focus (C:\Users\Professor Moriarty\Downloads\intrologic-006\05_Lesson_5_-_Propositional_Resolution)",".srt","video","Video","05_5.5_Box_Logic_out_of_focus.srt","1077936503","0","30/09/2019 04:55:09.5880697","0","file","00AF9245973D0E24","SRT File","4503"
"5CBAED0B6C95A278E5655D587B500D44","26126312","01_8.1_Relational_Logic_Proofs_2_min.srt","2902","ReadOnly, Archive, Sparse_File (545)","30/09/2019 04:46:45.6046371","30/09/2019 04:46:45.6046371","30/09/2019 04:48:59.3090358","file:C:/Users/Professor Moriarty/Downloads/intrologic-006/06_Lesson_8_-_Relational_Logic_Proofs/01_8.1_Relational_Logic_Proofs_2_min.srt","06_Lesson_8_-_Relational_Logic_Proofs","30/09/2019 04:46:45.6046371","30/09/2019 04:46:45.6046371","30/09/2019 04:46:45.6046371",".srt","6","False","False","False","30/09/2019 04:46:45.6046371","C:\Users\Professor Moriarty\Downloads\intrologic-006\06_Lesson_8_-_Relational_Logic_Proofs","06_Lesson_8_-_Relational_Logic_Proofs (C:\Users\Professor Moriarty\Downloads\intrologic-006)","01_8.1_Relational_Logic_Proofs_2_min.srt","01_8.1_Relational_Logic_Proofs_2_min.srt","01_8.1_Relational_Logic_Proofs_2_min","C:\Users\Professor Moriarty\Downloads\intrologic-006\06_Lesson_8_-_Relational_Logic_Proofs\01_8.1_Relational_Logic_Proofs_2_min.srt","01_8.1_Relational_Logic_Proofs_2_min (C:\Users\Professor Moriarty\Downloads\intrologic-006\06_Lesson_8_-_Relational_Logic_Proofs)",".srt","video","Video","01_8.1_Relational_Logic_Proofs_2_min.srt","1077936503","0","30/09/2019 04:55:09.5567708","0,015625","file","2EBE220AA1906FC9","SRT File","4506"
"6A9BAEE0D061B99707EA4D148899A1F2","26126312","02_8.2_Proofs_10_min.srt","15784","ReadOnly, Archive, Sparse_File (545)","30/09/2019 04:46:51.1799179","30/09/2019 04:46:49.9926696","30/09/2019 04:48:59.2712581","file:C:/Users/Professor Moriarty/Downloads/intrologic-006/06_Lesson_8_-_Relational_Logic_Proofs/02_8.2_Proofs_10_min.srt","06_Lesson_8_-_Relational_Logic_Proofs","30/09/2019 04:46:50.0000000","30/09/2019 04:46:50.0000000","30/09/2019 04:46:51.1799179",".srt","6","False","False","False","30/09/2019 04:46:50.0000000","C:\Users\Professor Moriarty\Downloads\intrologic-006\06_Lesson_8_-_Relational_Logic_Proofs","06_Lesson_8_-_Relational_Logic_Proofs (C:\Users\Professor Moriarty\Downloads\intrologic-006)","02_8.2_Proofs_10_min.srt","02_8.2_Proofs_10_min.srt","02_8.2_Proofs_10_min","C:\Users\Professor Moriarty\Downloads\intrologic-006\06_Lesson_8_-_Relational_Logic_Proofs\02_8.2_Proofs_10_min.srt","02_8.2_Proofs_10_min (C:\Users\Professor Moriarty\Downloads\intrologic-006\06_Lesson_8_-_Relational_Logic_Proofs)",".srt","video","Video","02_8.2_Proofs_10_min.srt","1077936503","0","30/09/2019 04:55:09.1984565","0","file","421CE2C7E01D1AA8","SRT File","4508"
"62892A8CA1EF1B82789A2E4FBA96F68B","26126312","03_8.3_Example_3_min.srt","3018","ReadOnly, Archive, Sparse_File (545)","30/09/2019 04:46:53.9164346","30/09/2019 04:46:53.9164346","30/09/2019 04:48:59.2243852","file:C:/Users/Professor Moriarty/Downloads/intrologic-006/06_Lesson_8_-_Relational_Logic_Proofs/03_8.3_Example_3_min.srt","06_Lesson_8_-_Relational_Logic_Proofs","30/09/2019 04:46:53.9164346","30/09/2019 04:46:53.9164346","30/09/2019 04:46:53.9164346",".srt","6","False","False","False","30/09/2019 04:46:53.9164346","C:\Users\Professor Moriarty\Downloads\intrologic-006\06_Lesson_8_-_Relational_Logic_Proofs","06_Lesson_8_-_Relational_Logic_Proofs (C:\Users\Professor Moriarty\Downloads\intrologic-006)","03_8.3_Example_3_min.srt","03_8.3_Example_3_min.srt","03_8.3_Example_3_min","C:\Users\Professor Moriarty\Downloads\intrologic-006\06_Lesson_8_-_Relational_Logic_Proofs\03_8.3_Example_3_min.srt","03_8.3_Example_3_min (C:\Users\Professor Moriarty\Downloads\intrologic-006\06_Lesson_8_-_Relational_Logic_Proofs)",".srt","video","Video","03_8.3_Example_3_min.srt","1077936503","0","30/09/2019 04:55:09.1828207","0","file","C48C0C72A517C3AB","SRT File","4511"
"510F0C143220FD5F778AC32EF0C36088","26126312","04_8.4_Example_4_min.srt","4546","ReadOnly, Archive, Sparse_File (545)","30/09/2019 04:46:57.9766207","30/09/2019 04:46:57.8759494","30/09/2019 04:48:59.1709269","file:C:/Users/Professor Moriarty/Downloads/intrologic-006/06_Lesson_8_-_Relational_Logic_Proofs/04_8.4_Example_4_min.srt","06_Lesson_8_-_Relational_Logic_Proofs","30/09/2019 04:46:57.9766207","30/09/2019 04:46:57.9766207","30/09/2019 04:46:57.9766207",".srt","6","False","False","False","30/09/2019 04:46:57.9766207","C:\Users\Professor Moriarty\Downloads\intrologic-006\06_Lesson_8_-_Relational_Logic_Proofs","06_Lesson_8_-_Relational_Logic_Proofs (C:\Users\Professor Moriarty\Downloads\intrologic-006)","04_8.4_Example_4_min.srt","04_8.4_Example_4_min.srt","04_8.4_Example_4_min","C:\Users\Professor Moriarty\Downloads\intrologic-006\06_Lesson_8_-_Relational_Logic_Proofs\04_8.4_Example_4_min.srt","04_8.4_Example_4_min (C:\Users\Professor Moriarty\Downloads\intrologic-006\06_Lesson_8_-_Relational_Logic_Proofs)",".srt","video","Video","04_8.4_Example_4_min.srt","1077936503","0","30/09/2019 04:55:09.0885079","0","file","2066B9D07F7380AD","SRT File","4516"
"BC4EDC970A673EEFCF4593EA2579CE33","26126312","05_8.5_Example_-_Quantifier_and_Implication_5_min.srt","3539","ReadOnly, Archive, Sparse_File (545)","30/09/2019 04:46:59.3816164","30/09/2019 04:46:59.3816164","30/09/2019 04:48:58.9394632","file:C:/Users/Professor Moriarty/Downloads/intrologic-006/06_Lesson_8_-_Relational_Logic_Proofs/05_8.5_Example_-_Quantifier_and_Implication_5_min.srt","06_Lesson_8_-_Relational_Logic_Proofs","30/09/2019 04:46:59.3816164","30/09/2019 04:46:59.3816164","30/09/2019 04:46:59.3816164",".srt","6","False","False","False","30/09/2019 04:46:59.3816164","C:\Users\Professor Moriarty\Downloads\intrologic-006\06_Lesson_8_-_Relational_Logic_Proofs","06_Lesson_8_-_Relational_Logic_Proofs (C:\Users\Professor Moriarty\Downloads\intrologic-006)","05_8.5_Example_-_Quantifier_and_Implication_5_min.srt","05_8.5_Example_-_Quantifier_and_Implication_5_min.srt","05_8.5_Example_-_Quantifier_and_Implication_5_min","C:\Users\Professor Moriarty\Downloads\intrologic-006\06_Lesson_8_-_Relational_Logic_Proofs\05_8.5_Example_-_Quantifier_and_Implication_5_min.srt","05_8.5_Example_-_Quantifier_and_Implication_5_min (C:\Users\Professor Moriarty\Downloads\intrologic-006\06_Lesson_8_-_Relational_Logic_Proofs)",".srt","video","Video","05_8.5_Example_-_Quantifier_and_Implication_5_min.srt","1077936503","0","30/09/2019 04:55:09.0885079","0","file","B06AC8515E4B954C","SRT File","4517"
"B01A65384570183DA113C4F26282BF45","26126312","01_9.1_Resolution_2_min.srt","2388","ReadOnly, Archive, Sparse_File (545)","30/09/2019 04:47:07.4518933","30/09/2019 04:47:07.4518933","30/09/2019 04:48:58.5915526","file:C:/Users/Professor Moriarty/Downloads/intrologic-006/07_Lesson_9_-_Resolution/01_9.1_Resolution_2_min.srt","07_Lesson_9_-_Resolution","30/09/2019 04:47:07.4518933","30/09/2019 04:47:07.4518933","30/09/2019 04:47:07.4518933",".srt","6","False","False","False","30/09/2019 04:47:07.4518933","C:\Users\Professor Moriarty\Downloads\intrologic-006\07_Lesson_9_-_Resolution","07_Lesson_9_-_Resolution (C:\Users\Professor Moriarty\Downloads\intrologic-006)","01_9.1_Resolution_2_min.srt","01_9.1_Resolution_2_min.srt","01_9.1_Resolution_2_min","C:\Users\Professor Moriarty\Downloads\intrologic-006\07_Lesson_9_-_Resolution\01_9.1_Resolution_2_min.srt","01_9.1_Resolution_2_min (C:\Users\Professor Moriarty\Downloads\intrologic-006\07_Lesson_9_-_Resolution)",".srt","video","Video","01_9.1_Resolution_2_min.srt","1077936503","0","30/09/2019 04:55:09.0087341","0","file","128FBCB3008D3062","SRT File","4522"
"CE59C849CCC08958AAFCD36EFFBF7977","26126312","02_9.2_Clausal_Form_9_min.srt","12039","ReadOnly, Archive, Sparse_File (545)","30/09/2019 04:47:08.7582605","30/09/2019 04:47:08.7582605","30/09/2019 04:48:58.4848780","file:C:/Users/Professor Moriarty/Downloads/intrologic-006/07_Lesson_9_-_Resolution/02_9.2_Clausal_Form_9_min.srt","07_Lesson_9_-_Resolution","30/09/2019 04:47:08.7582605","30/09/2019 04:47:08.7582605","30/09/2019 04:47:08.7582605",".srt","6","False","False","False","30/09/2019 04:47:08.7582605","C:\Users\Professor Moriarty\Downloads\intrologic-006\07_Lesson_9_-_Resolution","07_Lesson_9_-_Resolution (C:\Users\Professor Moriarty\Downloads\intrologic-006)","02_9.2_Clausal_Form_9_min.srt","02_9.2_Clausal_Form_9_min.srt","02_9.2_Clausal_Form_9_min","C:\Users\Professor Moriarty\Downloads\intrologic-006\07_Lesson_9_-_Resolution\02_9.2_Clausal_Form_9_min.srt","02_9.2_Clausal_Form_9_min (C:\Users\Professor Moriarty\Downloads\intrologic-006\07_Lesson_9_-_Resolution)",".srt","video","Video","02_9.2_Clausal_Form_9_min.srt","1077936503","0","30/09/2019 04:55:08.8081653","0","file","6E07B81EBF0E9D31","SRT File","4527"
"ECBC1C59088C13CAE2BD9B19DB0D0EDE","26126312","03_9.3_Unification_14_min.srt","16960","ReadOnly, Archive, Sparse_File (545)","30/09/2019 04:47:12.7009713","30/09/2019 04:47:12.1432086","30/09/2019 04:48:58.4383037","file:C:/Users/Professor Moriarty/Downloads/intrologic-006/07_Lesson_9_-_Resolution/03_9.3_Unification_14_min.srt","07_Lesson_9_-_Resolution","30/09/2019 04:47:12.7009713","30/09/2019 04:47:12.7009713","30/09/2019 04:47:12.7009713",".srt","6","False","False","False","30/09/2019 04:47:12.7009713","C:\Users\Professor Moriarty\Downloads\intrologic-006\07_Lesson_9_-_Resolution","07_Lesson_9_-_Resolution (C:\Users\Professor Moriarty\Downloads\intrologic-006)","03_9.3_Unification_14_min.srt","03_9.3_Unification_14_min.srt","03_9.3_Unification_14_min","C:\Users\Professor Moriarty\Downloads\intrologic-006\07_Lesson_9_-_Resolution\03_9.3_Unification_14_min.srt","03_9.3_Unification_14_min (C:\Users\Professor Moriarty\Downloads\intrologic-006\07_Lesson_9_-_Resolution)",".srt","video","Video","03_9.3_Unification_14_min.srt","1077936503","0","30/09/2019 04:55:08.8081653","0","file","E7597FDB6DEF66BA","SRT File","4528"
"858C34159836A92F116F1295E3AC9B00","26126312","05_9.5_Resolution_Reasoning_5_min.srt","6352","ReadOnly, Archive, Sparse_File (545)","30/09/2019 04:47:18.6865941","30/09/2019 04:47:18.2258661","30/09/2019 04:48:57.7360232","file:C:/Users/Professor Moriarty/Downloads/intrologic-006/07_Lesson_9_-_Resolution/05_9.5_Resolution_Reasoning_5_min.srt","07_Lesson_9_-_Resolution","30/09/2019 04:47:18.6865941","30/09/2019 04:47:18.6865941","30/09/2019 04:47:18.6865941",".srt","6","False","False","False","30/09/2019 04:47:18.6865941","C:\Users\Professor Moriarty\Downloads\intrologic-006\07_Lesson_9_-_Resolution","07_Lesson_9_-_Resolution (C:\Users\Professor Moriarty\Downloads\intrologic-006)","05_9.5_Resolution_Reasoning_5_min.srt","05_9.5_Resolution_Reasoning_5_min.srt","05_9.5_Resolution_Reasoning_5_min","C:\Users\Professor Moriarty\Downloads\intrologic-006\07_Lesson_9_-_Resolution\05_9.5_Resolution_Reasoning_5_min.srt","05_9.5_Resolution_Reasoning_5_min (C:\Users\Professor Moriarty\Downloads\intrologic-006\07_Lesson_9_-_Resolution)",".srt","video","Video","05_9.5_Resolution_Reasoning_5_min.srt","1077936503","0","30/09/2019 04:55:08.7236859","0,015625","file","61384A4389F34FF7","SRT File","4532"
"3EDD3EB270BF1345141000C31825B045","26126312","04_9.4_Resolution_Principle_7_min.srt","8025","ReadOnly, Archive, Sparse_File (545)","30/09/2019 04:47:15.8400355","30/09/2019 04:47:15.8400355","30/09/2019 04:48:58.0058493","file:C:/Users/Professor Moriarty/Downloads/intrologic-006/07_Lesson_9_-_Resolution/04_9.4_Resolution_Principle_7_min.srt","07_Lesson_9_-_Resolution","30/09/2019 04:47:15.8400355","30/09/2019 04:47:15.8400355","30/09/2019 04:47:15.8400355",".srt","6","False","False","False","30/09/2019 04:47:15.8400355","C:\Users\Professor Moriarty\Downloads\intrologic-006\07_Lesson_9_-_Resolution","07_Lesson_9_-_Resolution (C:\Users\Professor Moriarty\Downloads\intrologic-006)","04_9.4_Resolution_Principle_7_min.srt","04_9.4_Resolution_Principle_7_min.srt","04_9.4_Resolution_Principle_7_min","C:\Users\Professor Moriarty\Downloads\intrologic-006\07_Lesson_9_-_Resolution\04_9.4_Resolution_Principle_7_min.srt","04_9.4_Resolution_Principle_7_min (C:\Users\Professor Moriarty\Downloads\intrologic-006\07_Lesson_9_-_Resolution)",".srt","video","Video","04_9.4_Resolution_Principle_7_min.srt","1077936503","0","30/09/2019 04:55:08.5231634","0","file","F776BD5306C4D201","SRT File","4534"
"D858D7333DE10C4B02219AE63393D13B","26126312","07_9.7_Logical_Entailment_6_min.srt","7245","ReadOnly, Archive, Sparse_File (545)","30/09/2019 04:47:23.6298382","30/09/2019 04:47:23.1399067","30/09/2019 04:48:57.6354716","file:C:/Users/Professor Moriarty/Downloads/intrologic-006/07_Lesson_9_-_Resolution/07_9.7_Logical_Entailment_6_min.srt","07_Lesson_9_-_Resolution","30/09/2019 04:47:23.6298382","30/09/2019 04:47:23.6298382","30/09/2019 04:47:23.6298382",".srt","6","False","False","False","30/09/2019 04:47:23.6298382","C:\Users\Professor Moriarty\Downloads\intrologic-006\07_Lesson_9_-_Resolution","07_Lesson_9_-_Resolution (C:\Users\Professor Moriarty\Downloads\intrologic-006)","07_9.7_Logical_Entailment_6_min.srt","07_9.7_Logical_Entailment_6_min.srt","07_9.7_Logical_Entailment_6_min","C:\Users\Professor Moriarty\Downloads\intrologic-006\07_Lesson_9_-_Resolution\07_9.7_Logical_Entailment_6_min.srt","07_9.7_Logical_Entailment_6_min (C:\Users\Professor Moriarty\Downloads\intrologic-006\07_Lesson_9_-_Resolution)",".srt","video","Video","07_9.7_Logical_Entailment_6_min.srt","1077936503","0","30/09/2019 04:55:08.4929738","0,015625","file","F4155E51ECBF847C","SRT File","4538"
